"Name","Instance Count","Size (bytes)"
"com.jprofiler.agent.probe.structures.g",2,144
"com.jprofiler.agent.probe.structures.g$a",2,80
"com.jprofiler.agent.probe.structures.g$a[ ]",2,48
"com.jprofiler.agent.util.a.b.w",2,160
"com.jprofiler.api.agent.probe.InterceptionMethod",2,48
"com.sun.management.internal.GarbageCollectorExtImpl",2,96
"java.io.BufferedOutputStream",2,64
"java.io.File$PathStatus",2,48
"java.io.FileOutputStream$1",2,32
"java.io.InputStream[ ]",2,40
"java.io.PrintStream",2,80
"java.lang.Boolean",2,32
"java.lang.ClassValue$Entry",2,64
"java.lang.CompoundEnumeration",2,48
"java.lang.Double",2,48
"java.lang.InterruptedException",2,80
"java.lang.ModuleLayer",2,80
"java.lang.Shutdown$Lock",2,32
"java.lang.StackTraceElement[ ]",2,32
"java.lang.StringCoding$StringDecoder",2,64
"java.lang.ThreadLocal$ThreadLocalMap",2,48
"java.lang.ThreadLocal$ThreadLocalMap$Entry[ ]",2,160
"java.lang.UnsupportedOperationException",2,80
"java.lang.VirtualMachineError",2,80
"java.lang.annotation.Annotation[ ]",2,32
"java.lang.annotation.RetentionPolicy[ ]",2,64
"java.lang.invoke.BoundMethodHandle$Species_LJ",2,80
"java.lang.invoke.BoundMethodHandle$Species_LLLL",2,96
"java.lang.invoke.BoundMethodHandle$Species_LLLLLLL",2,112
"java.lang.invoke.LambdaForm$Kind[ ]",2,560
"java.lang.invoke.LambdaFormEditor$Transform[ ]",2,64
"java.lang.invoke.MethodHandleImpl$Intrinsic[ ]",2,128
"java.lang.invoke.StringConcatFactory$Mode[ ]",2,64
"java.lang.invoke.StringConcatFactory$Strategy[ ]",2,80
"java.lang.management.ManagementFactory$$Lambda$38.1909358012",2,32
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$33.2027766868",2,32
"java.lang.management.ManagementPermission",2,48
"java.lang.management.MemoryType",2,48
"java.lang.module.Configuration",2,80
"java.lang.ref.ReferenceQueue$Null",2,64
"java.lang.reflect.Proxy$$Lambda$71.1268959798",2,32
"java.lang.reflect.Proxy$ProxyBuilder",2,48
"java.lang.reflect.Proxy$ProxyBuilder$1",2,48
"java.lang.reflect.ProxyGenerator",2,320
"java.lang.reflect.ReflectPermission",2,48
"java.nio.ByteOrder",2,32
"java.nio.DirectIntBufferRU",2,112
"java.nio.charset.CoderResult[ ]",2,64
"java.security.BasicPermissionCollection",2,64
"java.security.Permission[ ]",2,48
"java.security.Permissions$1",2,48
"java.security.ProtectionDomain[ ]",2,48
"java.security.SecureRandom",2,144
"java.sql.SQLPermission",2,48
"java.text.DateFormatSymbols",2,128
"java.util.AbstractList$Itr",2,64
"java.util.Collections$2",2,48
"java.util.Enumeration[ ]",2,48
"java.util.ImmutableCollections$MapN$1",2,32
"java.util.ImmutableCollections$MapN$MapNIterator",2,48
"java.util.LinkedHashMap$LinkedKeyIterator",2,64
"java.util.LinkedHashMap$LinkedKeySet",2,32
"java.util.Locale$Category",2,80
"java.util.Locale$Category[ ]",2,48
"java.util.Random",2,64
"java.util.ResourceBundle$SingleFormatControl",2,32
"java.util.StringTokenizer",2,96
"java.util.TreeMap",2,96
"java.util.regex.Pattern$Qtype[ ]",2,64
"java.util.stream.Collector$Characteristics[ ]",2,64
"java.util.stream.FindOps$FindSink$OfRef",2,48
"jdk.internal.loader.FileURLMapper",2,48
"jdk.internal.loader.URLClassPath",2,80
"jdk.internal.loader.URLClassPath$JarLoader",2,96
"jdk.internal.loader.URLClassPath$JarLoader$1",2,32
"jdk.internal.math.FormattedFloatingDecimal$Form[ ]",2,64
"jdk.internal.misc.Signal",2,48
"jdk.internal.misc.Signal$NativeHandler",2,48
"jdk.internal.vm.PostVMInitHook$1",2,32
"org.sqlite.JDBC",2,32
"org.sqlite.SQLiteConfig$DatePrecision",2,48
"org.sqlite.SQLiteConfig$Encoding[ ]",2,96
"org.sqlite.SQLiteConfig$HexKeyMode[ ]",2,64
"org.sqlite.SQLiteConfig$JournalMode[ ]",2,80
"org.sqlite.SQLiteConfig$LockingMode",2,48
"org.sqlite.SQLiteConfig$LockingMode[ ]",2,48
"org.sqlite.SQLiteConfig$SynchronousMode[ ]",2,64
"org.sqlite.SQLiteConfig$TempStore[ ]",2,64
"org.sqlite.date.FastDatePrinter$PaddedNumberField",2,48
"sun.management.MemoryManagerImpl",2,80
"sun.nio.cs.UTF_8$Decoder",2,80
"sun.nio.fs.NativeBuffer",2,64
"sun.nio.fs.NativeBuffer$Deallocator",2,48
"sun.reflect.annotation.AnnotationInvocationHandler",2,48
"sun.reflect.annotation.AnnotationParser$1",2,48
"sun.reflect.annotation.AnnotationType",2,64
"sun.reflect.annotation.AnnotationType$1",2,48
"sun.security.jca.ProviderConfig[ ]",2,88
"sun.security.jca.ProviderList",2,48
"sun.security.jca.ProviderList$3",2,48
"sun.security.provider.DRBG",2,48
"sun.util.locale.LocaleExtensions",2,48
"sun.util.locale.UnicodeLocaleExtension",2,64
"sun.util.locale.provider.LocaleProviderAdapter$Type[ ]",2,80
"sun.util.resources.Bundles$2",2,64
"sun.util.resources.LocaleData",2,32
"char[ ][ ][ ]",1,432
"com.jprofiler.agent.InstrumentationCallee$1",1,16
"com.jprofiler.agent.NativeAgentMethods$1",1,16
"com.jprofiler.agent.c.a$1",1,16
"com.jprofiler.agent.j",1,24
"com.jprofiler.agent.m$1",1,16
"com.jprofiler.agent.m$2",1,16
"com.jprofiler.agent.probe.JavaCollector",1,72
"com.jprofiler.agent.probe.ProbeHandler$1",1,16
"com.jprofiler.agent.probe.ProbeHandler$2",1,16
"com.jprofiler.agent.probe.ProbeHandler$a",1,376
"com.jprofiler.agent.probe.a.a$1",1,24
"com.jprofiler.agent.probe.a.a.a",1,56
"com.jprofiler.agent.probe.a.a.c",1,56
"com.jprofiler.agent.probe.a.a.g$1",1,16
"com.jprofiler.agent.probe.a.a.g$2",1,16
"com.jprofiler.agent.probe.a.a.g$4",1,16
"com.jprofiler.agent.probe.a.a.h",1,40
"com.jprofiler.agent.probe.a.a.n",1,72
"com.jprofiler.agent.probe.a.aa",1,32
"com.jprofiler.agent.probe.a.ac",1,40
"com.jprofiler.agent.probe.a.ac$1",1,24
"com.jprofiler.agent.probe.a.b",1,40
"com.jprofiler.agent.probe.a.b$1",1,16
"com.jprofiler.agent.probe.a.b$b",1,16
"com.jprofiler.agent.probe.a.b.f",1,48
"com.jprofiler.agent.probe.a.b.f$1",1,24
"com.jprofiler.agent.probe.a.c.a",1,48
"com.jprofiler.agent.probe.a.c.b",1,48
"com.jprofiler.agent.probe.a.c.c",1,48
"com.jprofiler.agent.probe.a.c.e",1,48
"com.jprofiler.agent.probe.a.c.f",1,48
"com.jprofiler.agent.probe.a.c.g",1,32
"com.jprofiler.agent.probe.a.c.g$1",1,24
"com.jprofiler.agent.probe.a.c.h",1,24
"com.jprofiler.agent.probe.a.d.a",1,56
"com.jprofiler.agent.probe.a.d.a$1",1,16
"com.jprofiler.agent.probe.a.d.d$1",1,24
"com.jprofiler.agent.probe.a.d.e",1,32
"com.jprofiler.agent.probe.a.d.g",1,56
"com.jprofiler.agent.probe.a.d.g$1",1,24
"com.jprofiler.agent.probe.a.e",1,40
"com.jprofiler.agent.probe.a.f",1,24
"com.jprofiler.agent.probe.a.g",1,48
"com.jprofiler.agent.probe.a.g$1",1,24
"com.jprofiler.agent.probe.a.g$2",1,32
"com.jprofiler.agent.probe.a.h",1,24
"com.jprofiler.agent.probe.a.i",1,56
"com.jprofiler.agent.probe.a.i$1",1,24
"com.jprofiler.agent.probe.a.j",1,48
"com.jprofiler.agent.probe.a.k",1,88
"com.jprofiler.agent.probe.a.k$1",1,16
"com.jprofiler.agent.probe.a.k$2",1,16
"com.jprofiler.agent.probe.a.k$4",1,16
"com.jprofiler.agent.probe.a.l",1,56
"com.jprofiler.agent.probe.a.m$b",1,16
"com.jprofiler.agent.probe.a.o$1",1,24
"com.jprofiler.agent.probe.a.p",1,24
"com.jprofiler.agent.probe.a.q",1,48
"com.jprofiler.agent.probe.a.q$1",1,24
"com.jprofiler.agent.probe.a.r",1,24
"com.jprofiler.agent.probe.a.s",1,40
"com.jprofiler.agent.probe.a.v$1",1,24
"com.jprofiler.agent.probe.a.w",1,24
"com.jprofiler.agent.probe.a.y",1,56
"com.jprofiler.agent.probe.a.y$1",1,16
"com.jprofiler.agent.probe.a.y$2",1,24
"com.jprofiler.agent.probe.a.z",1,64
"com.jprofiler.agent.probe.a.z$1",1,24
"com.jprofiler.agent.probe.a.z$d",1,16
"com.jprofiler.agent.probe.c$1",1,16
"com.jprofiler.agent.probe.c.a",1,40
"com.jprofiler.agent.probe.c.a$1",1,16
"com.jprofiler.agent.probe.c.b",1,24
"com.jprofiler.agent.probe.d.l[ ]",1,16
"com.jprofiler.agent.probe.f.b",1,48
"com.jprofiler.agent.probe.f.c",1,40
"com.jprofiler.agent.probe.f.d",1,48
"com.jprofiler.agent.probe.f.f",1,48
"com.jprofiler.agent.probe.f.f$1",1,24
"com.jprofiler.agent.probe.f.g",1,48
"com.jprofiler.agent.probe.f.g$1",1,24
"com.jprofiler.agent.probe.f.h",1,48
"com.jprofiler.agent.probe.f.i",1,72
"com.jprofiler.agent.probe.f.i$1",1,24
"com.jprofiler.agent.probe.f.j",1,32
"com.jprofiler.agent.probe.g.c$c",1,16
"com.jprofiler.agent.probe.g.g$a",1,16
"com.jprofiler.agent.probe.i.a$c",1,16
"com.jprofiler.agent.probe.i.a$d",1,16
"com.jprofiler.agent.probe.i.h[ ]",1,32
"com.jprofiler.agent.probe.i.j",1,16
"com.jprofiler.agent.probe.n",1,24
"com.jprofiler.agent.probe.q",1,24
"com.jprofiler.agent.sampler.Sampler",1,368
"com.jprofiler.agent.sampler.b",1,96
"com.jprofiler.agent.util.ModuleHelper$a",1,16
"com.jprofiler.agent.util.a.a.a.a$a",1,16
"com.jprofiler.agent.util.a.a.a.a$b",1,16
"com.jprofiler.agent.util.a.a.b.e$a",1,24
"com.jprofiler.agent.util.a.a.b.e$a[ ]",1,24
"com.jprofiler.agent.util.a.a.b.h$1",1,16
"com.jprofiler.agent.util.a.a.b.h$2",1,16
"com.jprofiler.agent.util.a.a.b.h$3",1,16
"com.jprofiler.agent.util.a.a.b.h$c$1",1,24
"com.jprofiler.agent.util.a.a.b.h$c$2",1,24
"com.jprofiler.agent.util.a.a.b.h$c$3",1,24
"com.jprofiler.agent.util.a.a.b.h$c$4",1,24
"com.jprofiler.agent.util.a.a.b.h$c$5",1,24
"com.jprofiler.agent.util.a.a.b.h$c$6",1,24
"com.jprofiler.agent.util.a.a.b.h$c$7",1,24
"com.jprofiler.agent.util.a.a.b.h$c$8",1,24
"com.jprofiler.agent.util.a.a.b.h$c[ ][ ]",1,32
"com.jprofiler.agent.util.a.a.b.h$s$1",1,24
"com.jprofiler.agent.util.a.a.b.h$s$2",1,24
"com.jprofiler.agent.util.a.a.b.h$s$3",1,24
"com.jprofiler.agent.util.a.a.b.h$s[ ]",1,32
"com.jprofiler.agent.util.a.b.a.c",1,16
"com.jprofiler.agent.util.a.b.ac",1,64
"com.jprofiler.agent.util.a.b.q",1,40
"com.jprofiler.agent.util.a.b.z$1",1,24
"com.jprofiler.agent.util.e",1,24
"com.jprofiler.agent.util.f[ ]",1,80
"com.jprofiler.agent.util.v",1,16
"com.jprofiler.agent.util.y",1,88
"com.jprofiler.api.agent.ProbeObjectType[ ]",1,32
"com.sun.jmx.mbeanserver.GetPropertyAction",1,16
"com.sun.management.internal.DiagnosticCommandImpl",1,40
"com.sun.management.internal.OperatingSystemImpl",1,24
"com.sun.management.internal.PlatformMBeanProviderImpl",1,16
"com.sun.management.internal.PlatformMBeanProviderImpl$$Lambda$13.853440801",1,16
"com.sun.management.internal.PlatformMBeanProviderImpl$1",1,24
"com.sun.management.internal.PlatformMBeanProviderImpl$2",1,24
"com.sun.management.internal.PlatformMBeanProviderImpl$3",1,24
"com.sun.management.internal.PlatformMBeanProviderImpl$4",1,24
"com.sun.management.internal.PlatformMBeanProviderImpl$5",1,24
"com.sun.proxy.$Proxy0",1,16
"com.sun.proxy.jdk.proxy1.$Proxy1",1,16
"iiitd.oopdProject.Authentication",1,24
"iiitd.oopdProject.Menu",1,32
"iiitd.oopdProject.Order",1,16
"iiitd.oopdProject.Payment",1,16
"iiitd.oopdProject.Tracking",1,16
"int[ ][ ]",1,56
"java.io.BufferedReader",1,48
"java.io.ByteArrayInputStream",1,32
"java.io.DeleteOnExitHook$1",1,16
"java.io.File$PathStatus[ ]",1,24
"java.io.FileDescriptor$1",1,16
"java.io.FilePermission$1",1,16
"java.io.File[ ]",1,40
"java.io.PrintWriter",1,40
"java.io.RandomAccessFile$1",1,16
"java.io.RandomAccessFile$2",1,16
"java.io.StringReader",1,40
"java.io.WinNTFileSystem",1,32
"java.lang.ArithmeticException",1,40
"java.lang.CharacterData00",1,16
"java.lang.CharacterDataLatin1",1,16
"java.lang.Character[ ]",1,528
"java.lang.ClassValue$Entry[ ]",1,24
"java.lang.ClassValue$Identity",1,16
"java.lang.ClassValue$Version",1,24
"java.lang.InheritableThreadLocal",1,16
"java.lang.Long[ ]",1,1040
"java.lang.Module$$Lambda$1.1521118594",1,16
"java.lang.ModuleLayer$$Lambda$61.525571",1,16
"java.lang.ModuleLayer$Controller",1,16
"java.lang.NoClassDefFoundError",1,40
"java.lang.NoSuchMethodException",1,40
"java.lang.NullPointerException",1,40
"java.lang.OutOfMemoryError[ ]",1,32
"java.lang.Package$VersionInfo",1,40
"java.lang.Runnable[ ]",1,56
"java.lang.Runtime",1,16
"java.lang.String$CaseInsensitiveComparator",1,16
"java.lang.StringCoding$1",1,16
"java.lang.StringCoding$StringEncoder",1,32
"java.lang.System$2",1,16
"java.lang.Terminator$1",1,16
"java.lang.ThreadGroup[ ]",1,32
"java.lang.Throwable[ ]",1,16
"java.lang.invoke.BoundMethodHandle$Specializer",1,56
"java.lang.invoke.BoundMethodHandle$Specializer$Factory",1,48
"java.lang.invoke.BoundMethodHandle$Species_LLLLLL",1,56
"java.lang.invoke.ClassSpecializer$1",1,16
"java.lang.invoke.LambdaForm$Name[ ][ ]",1,40
"java.lang.invoke.LambdaFormEditor$1",1,16
"java.lang.invoke.MemberName$Factory",1,16
"java.lang.invoke.MethodHandleImpl$1",1,16
"java.lang.invoke.MethodType$ConcurrentWeakInternSet",1,24
"java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$1",1,16
"java.lang.invoke.StringConcatFactory$MethodHandleInlineCopyStrategy$2",1,16
"java.lang.invoke.VarHandle$1",1,16
"java.lang.invoke.VarHandle$AccessDescriptor",1,32
"java.lang.invoke.VarHandleInts$Array",1,32
"java.lang.invoke.VarHandleInts$FieldInstanceReadWrite",1,32
"java.lang.invoke.VarHandleReferences$Array",1,40
"java.lang.invoke.VarHandles$1",1,24
"java.lang.management.DefaultPlatformMBeanProvider",1,16
"java.lang.management.DefaultPlatformMBeanProvider$1",1,24
"java.lang.management.DefaultPlatformMBeanProvider$10",1,24
"java.lang.management.DefaultPlatformMBeanProvider$11",1,24
"java.lang.management.DefaultPlatformMBeanProvider$2",1,24
"java.lang.management.DefaultPlatformMBeanProvider$3",1,24
"java.lang.management.DefaultPlatformMBeanProvider$4",1,24
"java.lang.management.DefaultPlatformMBeanProvider$5",1,24
"java.lang.management.DefaultPlatformMBeanProvider$6",1,24
"java.lang.management.DefaultPlatformMBeanProvider$7",1,24
"java.lang.management.DefaultPlatformMBeanProvider$8",1,24
"java.lang.management.DefaultPlatformMBeanProvider$9",1,24
"java.lang.management.ManagementFactory$$Lambda$10.1652220381",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$11.1532187222",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$12.1999712862",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$24.1115227832",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$25.1478868808",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$27.1773325179",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$31.68421792",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$32.1788410713",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$58.1512386043",1,16
"java.lang.management.ManagementFactory$PlatformMBeanFinder$$Lambda$59.561581675",1,16
"java.lang.management.MemoryManagerMXBean[ ]",1,32
"java.lang.management.MemoryPoolMXBean[ ]",1,48
"java.lang.management.MemoryType[ ]",1,24
"java.lang.module.ModuleDescriptor$1",1,16
"java.lang.module.ModuleDescriptor$Builder",1,64
"java.lang.module.ModuleDescriptor$Builder$$Lambda$75.477289012",1,16
"java.lang.module.ModuleDescriptor$Modifier[ ]",1,32
"java.lang.module.ModuleDescriptor$Requires$Modifier[ ]",1,32
"java.lang.module.ModuleDescriptor$Version",1,32
"java.lang.module.ModuleDescriptor[ ]",1,264
"java.lang.module.ModuleReference[ ]",1,264
"java.lang.ref.Cleaner",1,16
"java.lang.ref.Cleaner$1",1,16
"java.lang.ref.Finalizer",1,40
"java.lang.ref.Finalizer$FinalizerThread",1,376
"java.lang.ref.Reference$1",1,16
"java.lang.ref.Reference$ReferenceHandler",1,368
"java.lang.reflect.Proxy$$Lambda$70.1983025922",1,16
"java.lang.reflect.Proxy$ProxyBuilder$$Lambda$74.112619572",1,16
"java.lang.reflect.ProxyGenerator$$Lambda$72.928466577",1,16
"java.lang.reflect.ProxyGenerator$$Lambda$73.624271064",1,16
"java.lang.reflect.ReflectAccess",1,16
"java.math.RoundingMode[ ]",1,48
"java.net.Inet6AddressImpl",1,24
"java.net.InetAddress$1",1,16
"java.net.InetAddress$PlatformNameService",1,16
"java.net.NetworkInterface$1",1,24
"java.net.SocketPermission",1,56
"java.net.URI$1",1,16
"java.net.URI$Parser",1,32
"java.net.URL$3",1,16
"java.net.URL$DefaultFactory",1,16
"java.nio.Bits$1",1,16
"java.nio.Buffer$1",1,16
"java.nio.DirectIntBufferU",1,56
"java.nio.file.FileSystems$DefaultFileSystemHolder$1",1,16
"java.nio.file.Files$AcceptAllFilter",1,16
"java.nio.file.StandardOpenOption[ ]",1,56
"java.security.AllPermission",1,16
"java.security.DrbgParameters$Capability[ ]",1,32
"java.security.ProtectionDomain$JavaSecurityAccessImpl",1,16
"java.security.Provider[ ]",1,16
"java.security.Security$1",1,16
"java.security.cert.Certificate[ ]",1,16
"java.sql.DriverInfo",1,24
"java.sql.DriverManager$1",1,16
"java.sql.DriverManager$2",1,16
"java.text.DecimalFormatSymbols$$Lambda$50.990416209",1,16
"java.text.FieldPosition[ ]",1,16
"java.util.AbstractMap$1",1,16
"java.util.AbstractMap$1$1",1,24
"java.util.ArrayList$SubList",1,32
"java.util.ArrayList$SubList$1",1,32
"java.util.Calendar$Builder",1,56
"java.util.Collections$EmptyEnumeration",1,16
"java.util.Collections$EmptyIterator",1,16
"java.util.Collections$EmptyList",1,16
"java.util.Collections$EmptyMap",1,24
"java.util.Collections$EmptySet",1,16
"java.util.Collections$SynchronizedMap",1,32
"java.util.Date",1,24
"java.util.EnumMap$1",1,16
"java.util.GregorianCalendar",1,112
"java.util.IdentityHashMap$KeyIterator",1,40
"java.util.IdentityHashMap$KeySet",1,16
"java.util.LinkedList$ListItr",1,32
"java.util.Locale$Builder",1,16
"java.util.Locale$Cache",1,24
"java.util.Locale[ ]",1,3056
"java.util.ResourceBundle$1",1,16
"java.util.ResourceBundle$2",1,40
"java.util.ResourceBundle$Control",1,16
"java.util.ResourceBundle$Control$CandidateListCache",1,24
"java.util.Spliterators$1Adapter",1,24
"java.util.Spliterators$EmptySpliterator$OfDouble",1,16
"java.util.Spliterators$EmptySpliterator$OfInt",1,16
"java.util.Spliterators$EmptySpliterator$OfLong",1,16
"java.util.Spliterators$EmptySpliterator$OfRef",1,16
"java.util.TreeMap$EntryIterator",1,32
"java.util.TreeMap$EntrySet",1,16
"java.util.TreeSet",1,16
"java.util.UUID",1,32
"java.util.WeakHashMap$KeyIterator",1,48
"java.util.concurrent.ConcurrentLinkedQueue",1,24
"java.util.concurrent.ConcurrentLinkedQueue$Node",1,24
"java.util.concurrent.ConcurrentMap[ ]",1,88
"java.util.concurrent.ConcurrentSkipListMap",1,48
"java.util.concurrent.ConcurrentSkipListSet",1,16
"java.util.concurrent.TimeUnit[ ]",1,48
"java.util.function.Function$$Lambda$26.1390620210",1,16
"java.util.jar.Attributes",1,16
"java.util.jar.JavaUtilJarAccessImpl",1,16
"java.util.jar.Manifest",1,24
"java.util.jar.Manifest$FastInputStream",1,32
"java.util.regex.CharPredicates$$Lambda$18.2006034581",1,16
"java.util.regex.CharPredicates$$Lambda$20.1643691748",1,16
"java.util.regex.CharPredicates$$Lambda$67.1640639994",1,16
"java.util.regex.CharPredicates$$Lambda$69.1890187342",1,16
"java.util.regex.Pattern$$Lambda$19.731260860",1,16
"java.util.regex.Pattern$$Lambda$68.1948863195",1,16
"java.util.regex.Pattern$BnM",1,32
"java.util.regex.Pattern$Dollar",1,24
"java.util.regex.Pattern$LastNode",1,16
"java.util.regex.Pattern$Node",1,16
"java.util.stream.Collectors$$Lambda$14.1475921733",1,16
"java.util.stream.Collectors$$Lambda$15.1371988431",1,16
"java.util.stream.Collectors$$Lambda$16.37530316",1,16
"java.util.stream.Collectors$$Lambda$17.447075516",1,16
"java.util.stream.Collectors$$Lambda$28.479782650",1,16
"java.util.stream.Collectors$$Lambda$39.888699578",1,16
"java.util.stream.Collectors$$Lambda$40.1049921359",1,16
"java.util.stream.Collectors$$Lambda$42.123448684",1,16
"java.util.stream.Collectors$$Lambda$45.1270855946",1,16
"java.util.stream.Collectors$$Lambda$46.2083117811",1,24
"java.util.stream.Collectors$$Lambda$47.157683534",1,16
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$51.81009902",1,16
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$52.57748372",1,16
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$53.674483268",1,16
"java.util.stream.FindOps$FindSink$OfInt$$Lambda$54.54495403",1,16
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$34.838006466",1,16
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$35.1603103496",1,16
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$36.1264697941",1,16
"java.util.stream.FindOps$FindSink$OfRef$$Lambda$37.1666004327",1,16
"java.util.stream.ReduceOps$2",1,24
"java.util.stream.ReduceOps$2ReducingSink",1,24
"java.util.stream.StreamShape[ ]",1,32
"java.util.zip.ZipCoder$UTF8",1,24
"java.util.zip.ZipFile$1",1,16
"jdk.internal.jimage.ImageHeader",1,48
"jdk.internal.jimage.ImageReader",1,24
"jdk.internal.jimage.ImageReader$SharedImageReader",1,96
"jdk.internal.jimage.ImageReaderFactory$1",1,16
"jdk.internal.jimage.ImageStringsReader",1,16
"jdk.internal.jimage.NativeImageBuffer$1",1,16
"jdk.internal.jimage.decompressor.Decompressor",1,16
"jdk.internal.loader.ClassLoaders$AppClassLoader",1,112
"jdk.internal.loader.ClassLoaders$BootClassLoader",1,112
"jdk.internal.loader.ClassLoaders$PlatformClassLoader",1,112
"jdk.internal.loader.URLClassPath$FileLoader",1,24
"jdk.internal.math.FDBigInteger[ ]",1,1376
"jdk.internal.math.FloatingDecimal$1",1,16
"jdk.internal.math.FormattedFloatingDecimal$1",1,16
"jdk.internal.misc.InnocuousThread",1,376
"jdk.internal.misc.InnocuousThread$2",1,24
"jdk.internal.misc.InnocuousThread$3",1,16
"jdk.internal.misc.TerminatingThreadLocal$1",1,16
"jdk.internal.misc.Unsafe",1,16
"jdk.internal.module.ArchivedModuleGraph",1,40
"jdk.internal.module.IllegalAccessLogger",1,32
"jdk.internal.module.IllegalAccessLogger$Builder",1,32
"jdk.internal.module.IllegalAccessLogger$Mode[ ]",1,32
"jdk.internal.module.ModuleHashes",1,24
"jdk.internal.module.ModuleHashes$Builder",1,24
"jdk.internal.module.ModuleHashes[ ]",1,264
"jdk.internal.module.ModuleLoaderMap$Mapper",1,16
"jdk.internal.module.ModulePatcher",1,16
"jdk.internal.module.ModuleResolution[ ]",1,264
"jdk.internal.module.ModuleTarget",1,16
"jdk.internal.module.ModuleTarget[ ]",1,264
"jdk.internal.module.SystemModuleFinders$SystemModuleFinder",1,24
"jdk.internal.module.SystemModules$default",1,16
"jdk.internal.perf.Perf",1,16
"jdk.internal.perf.Perf$GetPerfAction",1,16
"jdk.internal.ref.CleanerFactory$1",1,16
"jdk.internal.ref.CleanerFactory$1$1",1,24
"jdk.internal.ref.CleanerImpl",1,32
"jdk.internal.ref.CleanerImpl$CleanerCleanable",1,40
"jdk.internal.ref.CleanerImpl$SoftCleanableRef",1,56
"jdk.internal.ref.CleanerImpl$WeakCleanableRef",1,48
"jdk.internal.reflect.BootstrapConstructorAccessorImpl",1,16
"jdk.internal.reflect.ClassDefiner$1",1,16
"jdk.internal.reflect.DelegatingClassLoader",1,88
"jdk.internal.reflect.GeneratedConstructorAccessor1",1,16
"jdk.internal.reflect.MethodAccessorGenerator",1,144
"jdk.internal.reflect.MethodAccessorGenerator$1",1,32
"jdk.internal.reflect.ReflectionFactory",1,16
"jdk.internal.reflect.UnsafeStaticBooleanFieldAccessorImpl",1,32
"jdk.internal.util.Preconditions$1",1,16
"jdk.internal.util.SystemProps$Raw",1,16
"jdk.internal.vm.PostVMInitHook$2",1,16
"jdk.management.jfr.internal.FlightRecorderMXBeanProvider",1,16
"jdk.management.jfr.internal.FlightRecorderMXBeanProvider$SingleMBeanComponent",1,24
"org.sqlite.SQLiteJDBCLoader$1",1,16
"org.sqlite.SQLiteLimits[ ]",1,72
"org.sqlite.SQLiteOpenMode[ ]",1,88
"org.sqlite.date.FastDateFormat",1,24
"org.sqlite.date.FastDateFormat$1",1,16
"org.sqlite.date.FastDateParser",1,48
"org.sqlite.date.FastDateParser$1",1,16
"org.sqlite.date.FastDateParser$2",1,16
"org.sqlite.date.FastDateParser$3",1,16
"org.sqlite.date.FastDateParser$4",1,16
"org.sqlite.date.FastDateParser$Strategy[ ]",1,48
"org.sqlite.date.FastDatePrinter",1,32
"org.sqlite.date.FastDatePrinter$Rule[ ]",1,72
"org.sqlite.date.FastDatePrinter$TwoDigitMonthField",1,16
"org.sqlite.jdbc4.JDBC4DatabaseMetaData",1,88
"sun.management.ManagementFactoryHelper$LoggingMXBeanAccess$1",1,16
"sun.management.VMManagementImpl",1,24
"sun.net.www.protocol.file.Handler",1,16
"sun.net.www.protocol.jar.Handler",1,16
"sun.net.www.protocol.jar.JarFileFactory",1,16
"sun.net.www.protocol.jrt.Handler",1,16
"sun.nio.cs.ISO_8859_1",1,24
"sun.nio.cs.MS1252",1,24
"sun.nio.cs.StandardCharsets",1,24
"sun.nio.cs.StandardCharsets$Aliases",1,40
"sun.nio.cs.StandardCharsets$Cache",1,40
"sun.nio.cs.StandardCharsets$Classes",1,40
"sun.nio.cs.ThreadLocalCoders$1",1,24
"sun.nio.cs.ThreadLocalCoders$2",1,24
"sun.nio.cs.US_ASCII",1,24
"sun.nio.cs.UTF_16",1,24
"sun.nio.cs.UTF_16BE",1,24
"sun.nio.cs.UTF_16LE",1,24
"sun.nio.cs.UTF_16LE$Decoder",1,56
"sun.nio.cs.UTF_8",1,24
"sun.nio.fs.NativeBuffer[ ]",1,32
"sun.nio.fs.NativeBuffers$1",1,16
"sun.nio.fs.WindowsDirectoryStream",1,48
"sun.nio.fs.WindowsDirectoryStream$WindowsDirectoryIterator",1,32
"sun.nio.fs.WindowsFileSystem",1,24
"sun.nio.fs.WindowsFileSystemProvider",1,16
"sun.nio.fs.WindowsNativeDispatcher$FirstFile",1,32
